,Gene Name1,Gene Name2,Gene Name3,Gene Name4,Gene Name5,fisher_log2fc,fisher_pval_adj
chr5_20139850_20141280,Magi2,Phtf2,Tmem60,Rsbn1l,Ptpn12,0.583308935,0.35961987
chr5_20221223_20233050,Magi2,Phtf2,Tmem60,Rsbn1l,Ptpn12,0.192734078,0.36354542
chr5_20305579_20307506,Magi2,Phtf2,Tmem60,Rsbn1l,Ptpn12,-0.46763742,0.60789597
chr5_20431822_20433503,Magi2,Phtf2,Tmem60,Rsbn1l,Ptpn12,0.656267703,0.40597811
chr5_20482816_20485014,Magi2,Phtf2,Tmem60,Rsbn1l,Ptpn12,0.10561347,0.93837887
chr5_20488299_20497489,Magi2,Phtf2,Tmem60,Rsbn1l,Ptpn12,-0.038682967,0.97731866
chr5_20507695_20512003,Magi2,Phtf2,Tmem60,Rsbn1l,Ptpn12,-0.090946153,0.90865611
chr5_20575640_20585579,Magi2,Phtf2,Tmem60,Rsbn1l,Ptpn12,-0.161139145,0.73731717
chr5_20632607_20636756,Magi2,Phtf2,Tmem60,Rsbn1l,Ptpn12,0.506370902,0.35213722
chr5_20639267_20642990,Magi2,Phtf2,Tmem60,Rsbn1l,Ptpn12,-0.360081285,0.52468842
chr5_20700942_20705724,Magi2,Phtf2,Tmem60,Rsbn1l,Ptpn12,0.001648715,1
chr5_20817069_20817916,Phtf2,Tmem60,Rsbn1l,Magi2,Magi2,0.107938424,0.97067185
chr5_20880841_20883200,Phtf2,Rsbn1l,Ptpn12,Magi2,Magi2,-0.205269232,0.86269976
chr5_20949477_20953884,Rsbn1l,Ptpn12,Tmem60,Phtf2,Gsap,0.213554442,0.67787119
chr5_21052663_21056901,Ptpn12,Rsbn1l,Gsap,Tmem60,Phtf2,0.171861976,0.82579624
chr5_21328037_21329965,Ccdc146,Gsap,Fgl2,Fam185a,Fbxl13,-0.024745017,1
chr5_21477348_21480327,Fam185a,Fbxl13,Ccdc146,Lrrc17,Fgl2,0.38446483,0.70753013
chr5_21499622_21501833,Fbxl13,Fam185a,Lrrc17,Ccdc146,Fgl2,0.290167928,0.70285088
chr5_21553900_21555295,Fbxl13,Fam185a,Armc10,Napepld,Ccdc146,-0.770333469,0.47904307
chr5_21567897_21568930,Fbxl13,Armc10,Fam185a,Napepld,Ccdc146,-0.291545868,0.86621842
chr5_21638743_21645126,Fbxl13,Armc10,Napepld,Lrrc17,Pmpcb,-0.58970809,0.42456863
chr5_21723115_21725654,Pmpcb,Napepld,Dnajc2,Psmc2,Armc10,0.128247529,0.9074752
chr5_21731250_21735311,Pmpcb,Dnajc2,Napepld,Psmc2,Armc10,-0.171909913,0.89373435
chr5_22117362_22122486,Reln,Slc26a5,Slc26a5,Psmc2,Dnajc2,0.114532858,0.9250288
chr5_22176012_22177253,Reln,Orc5,Slc26a5,Slc26a5,Psmc2,0.44345656,0.65023131
chr5_22189742_22191588,Reln,Orc5,Slc26a5,Slc26a5,Psmc2,0.059390344,1
chr5_22206653_22209186,Reln,Orc5,Slc26a5,Slc26a5,Psmc2,0.512044311,0.14835919
chr5_22290788_22297136,Reln,Orc5,Slc26a5,Slc26a5,Lhfpl3,0.196983561,0.83134892
chr5_22338563_22345829,Reln,Orc5,Lhfpl3,Slc26a5,Slc26a5,0.317888409,0.05254714
chr5_22549817_22550979,Orc5,Lhfpl3,Reln,Slc26a5,Slc26a5,0.24695076,0.88564452
chr5_22746533_22750491,Lhfpl3,Orc5,Reln,Kmt2e,Srpk2,0.430275917,0.42456863
chr5_22852782_22857062,Lhfpl3,Orc5,Reln,Kmt2e,Srpk2,-0.255948603,0.84467412
chr5_22896439_22898297,Lhfpl3,Orc5,Kmt2e,Reln,Srpk2,0.435839355,0.55091903
chr5_23403367_23408343,Kmt2e,Srpk2,Lhfpl3,AI506816,AI506816,0.07295689,0.95774782
chr5_23410543_23424680,Kmt2e,Srpk2,Lhfpl3,AI506816,AI506816,-0.001465693,1
chr5_23426888_23438434,Kmt2e,Srpk2,Lhfpl3,AI506816,AI506816,0.205892414,0.3274873
chr5_23614299_23618718,Srpk2,AI506816,AI506816,Kmt2e,Pus7,0.243222073,0.45220054
chr5_23758363_23760566,Pus7,Rint1,AI506816,Mir3471-1,Tomm7,0.235617816,0.80276616
chr5_23843085_23845370,Mir3471-1,Snord93,Rint1,Pus7,Pus7,0.059390344,1
chr5_23849549_23850772,Mir3471-1,Snord93,Tomm7,Rint1,Fam126a,-0.193399549,0.85757995
chr5_23913671_23915793,Mir3471-1,Fam126a,Snord93,Tomm7,Rint1,-0.087864898,0.96042766
chr5_24098707_24102857,Mir3471-1,Nupl2,Fam126a,Fam126a,Mir684-1,0.190007746,0.67712114
chr5_24266196_24267213,Mir684-1,Kcnh2,Nupl2,Nupl2,Nos3,0.733407617,0.45434066
chr5_24381941_24388131,Nos3,Abcb8,Asic3,Cdk5,Kcnh2,-0.267020583,0.56855797
chr5_24444294_24449167,Fastk,Agap3,Slc4a2,Cdk5,Asic3,-0.271603316,0.65885222
chr5_24595604_24599678,Smarcd3,Chpf2,Mir671,Abcf2,Asb10,0.268582821,0.6340521
chr5_24603514_24609325,Smarcd3,Chpf2,Mir671,Abcf2,Asb10,0.515241802,0.43115962
chr5_24683328_24685259,Nub1,Wdr86,Crygn,Smarcd3,Chpf2,0.408483177,0.41673511
chr5_24748461_24751947,Crygn,Wdr86,Nub1,Rheb,Prkag2,0.027505644,1
chr5_24841322_24843167,Rheb,Prkag2,Prkag2os1,Crygn,Wdr86,0.116042323,0.94918035
chr5_24904425_24912890,Prkag2,Rheb,Crygn,Wdr86,Nub1,-0.062267181,0.93799563
chr5_24986160_24987181,Prkag2,Prkag2,Prkag2os1,Rheb,Galntl5,-0.347654909,0.77180887
chr5_24993651_24995315,Prkag2,Prkag2,Prkag2os1,Rheb,Galntl5,-0.519272506,0.62100994
chr5_25058028_25060051,Prkag2,Prkag2,Galntl5,Prkag2,Prkag2os1,0.125403225,0.83466706
chr5_25084268_25085677,Prkag2,Prkag2,Galntl5,Galnt11,Prkag2,0.654242456,0.54075383
chr5_25096710_25099546,Prkag2,Galntl5,Prkag2,Galnt11,Kmt2c,-0.260218889,0.5200023
chr5_25222233_25222852,Galnt11,Galntl5,Kmt2c,Prkag2,Prkag2,0.669912696,0.49138832
chr5_25470881_25473131,Kmt2c,Cct8l1,Galnt11,Xrcc2,Galntl5,-0.373239219,0.51968138
chr5_25499777_25502529,Kmt2c,Cct8l1,Xrcc2,Galnt11,Actr3b,0.058643479,0.97067185
chr5_25528693_25532972,Cct8l1,Kmt2c,Xrcc2,Actr3b,Galnt11,0.063728996,0.91393714
chr5_25758877_25763513,Actr3b,Xrcc2,Cct8l1,Kmt2c,Speer4a,0.151366085,0.89790607
chr5_27049959_27051721,Dpp6,Dpp6,Speer4b,Paxip1,Htr5a,0.334845155,0.76566967
chr5_27058504_27060938,Dpp6,Dpp6,Speer4b,Paxip1,Htr5a,0.340820462,0.76131719
chr5_27062939_27067505,Dpp6,Dpp6,Speer4b,Paxip1,Htr5a,-0.618859112,0.52465656
chr5_27098309_27099965,Dpp6,Dpp6,Speer4b,Paxip1,Htr5a,-0.097826406,0.99774777
chr5_27190659_27192317,Dpp6,Dpp6,Speer4b,Paxip1,Htr5a,-0.581812024,0.64669195
chr5_27415712_27420165,Dpp6,Speer4b,Paxip1,Htr5a,Insig1,0.553289831,0.25256157
chr5_27730193_27732600,Dpp6,Paxip1,Htr5a,Speer4b,Insig1,0.328748882,0.72694036
chr5_27792124_27792737,Paxip1,Htr5a,Dpp6,Insig1,Speer4b,0.599274099,0.59852994
chr5_27841085_27843937,Htr5a,Paxip1,Dpp6,Insig1,En2,-0.324515402,0.80779079
chr5_28250693_28252321,Cnpy1,Cnpy1,Rbm33,En2,Insig1,-0.355175316,0.62830837
chr5_28314737_28316626,Rbm33,Cnpy1,Cnpy1,Shh,En2,0.95583272,0.31288877
chr5_28464984_28467251,Shh,Rbm33,Cnpy1,Cnpy1,En2,0.311556399,0.64412579
chr5_29194775_29195571,Rnf32,Lmbr1,Nom1,Mnx1,Ube3c,-0.137952849,0.93837887
chr5_29378636_29379434,Lmbr1,Nom1,Mnx1,Rnf32,Ube3c,0.117189676,0.90235527
chr5_29734048_29735676,Dnajb6,Mir6362,Ube3c,Mnx1,Il6,0.102277383,0.90475944
chr5_29791499_29792845,Mir6362,Dnajb6,Dnajb6,Dnajb6,Ube3c,-0.220283955,0.91169526
chr5_30269304_30271144,Selenoi,Adgrf3,Drc1,Hadhb,Otof,0.608381629,0.55091903
chr5_30591631_30595296,Kcnk3,Cib4,Mir5625,Slc35f6,Cenpa,-0.079135805,0.9619718
chr5_30646849_30647647,Mir5625,Slc35f6,Cenpa,Kcnk3,Dpysl5,-0.623003304,0.3691059
chr5_30737147_30740890,Dpysl5,Cenpa,Mapre3,Slc35f6,Mir5625,0.217829049,0.77828782
chr5_30824911_30827585,Mapre3,Dpysl5,Mapre3,Tmem214,Agbl5,-0.181932196,0.9074752
chr5_30886109_30890016,Agbl5,Tmem214,Ost4,Mapre3,Emilin1,0.538713992,0.47147089
chr5_31087023_31087766,Slc30a3,Cad,Dnajc5g,Trim54,Atraid,0.494625509,0.5200023
chr5_31152480_31155690,Mpv17,Gtf3c2,Ucn,Trim54,Eif2b4,-0.295049131,0.71359578
chr5_31290145_31291794,Ift172,Fndc4,Gckr,Krtcap3,Nrbp1,0.323989868,0.77465111
chr5_31295848_31297044,Fndc4,Gckr,Ift172,Krtcap3,Nrbp1,0.241057366,0.72621119
chr5_31451961_31453583,Zfp512,Gpn1,Supt7l,Slc4a1ap,AI839979,0.297364384,0.72694036
chr5_31480404_31480987,Zfp512,Gpn1,Supt7l,Slc4a1ap,AI839979,0.27775377,0.71990158
chr5_31568086_31572548,AI839979,Slc4a1ap,Supt7l,Mrpl33,Rbks,0.423213124,0.39900489
chr5_31625662_31627696,Rbks,Mrpl33,Mir3473e,AI839979,Babam2,0.595576286,0.57895941
chr5_31748267_31750718,Babam2,Rbks,Mir3473e,Mrpl33,AI839979,-0.279040217,0.75194016
chr5_31799538_31802651,Babam2,Rbks,Mir3473e,Mrpl33,AI839979,0.538713992,0.47147089
chr5_31804590_31809280,Babam2,Rbks,Mir3473e,Mrpl33,AI839979,0.18719241,0.78819478
chr5_31891118_31893135,Babam2,Rbks,Mir3473e,Fosl2,Mrpl33,0.121846974,0.92660076
chr5_31949193_31949826,Babam2,Fosl2,Rbks,Mir3473e,Plb1,-0.518781364,0.66651497
chr5_31983830_31985617,Babam2,Fosl2,Plb1,Plb1,Rbks,0.285852879,0.81117295
chr5_32058298_32059900,Babam2,Fosl2,Plb1,Plb1,Plb1,-0.167508319,0.7638258
chr5_32064473_32066600,Babam2,Fosl2,Plb1,Plb1,Plb1,-0.281151742,0.81818849
chr5_32130436_32135085,Fosl2,Babam2,Plb1,Plb1,Plb1,0.109999426,0.89679455
chr5_32139055_32140355,Fosl2,Babam2,Plb1,Plb1,Plb1,0.397580236,0.69171642
chr5_32369300_32372019,Plb1,Plb1,Ppp1cb,Fosl2,Yes1,-0.18019025,0.88564452
chr5_32457481_32463714,Ppp1cb,Plb1,Plb1,Yes1,Pisd,0.122492321,0.81762458
chr5_32757395_32759932,Pisd,Pisd,Prr14l,Yes1,Depdc5,0.103472069,0.90807069
chr5_32784252_32786596,Pisd,Prr14l,Pisd,Depdc5,Yes1,0.173581079,0.84047174
chr5_32851043_32857946,Prr14l,Depdc5,Pisd,Pisd,Ywhah,-0.021312319,1
chr5_32985332_32995796,Depdc5,Ywhah,Depdc5,Slc5a1,Prr14l,-0.074836403,0.89768834
chr5_33000347_33007444,Depdc5,Ywhah,Depdc5,Slc5a1,Prr14l,0.127421647,0.8229212
chr5_33014715_33022297,Ywhah,Depdc5,Depdc5,Slc5a1,Prr14l,-0.142302454,0.74526824
chr5_33028406_33030724,Ywhah,Depdc5,Depdc5,Slc5a1,Prr14l,-0.447277665,0.38572326
chr5_33375785_33379362,Uvssa,Maea,Nkx1-1,Ctbp1,Spon2,-0.30664131,0.73166107
chr5_33639028_33641049,Slbp,Fam53a,Tmem129,Tacc3,Fgfr3,-0.406061947,0.66651497
chr5_33953379_33954154,Nelfa,Nat8l,Poln,Mir7024,Nsd2,-0.07045,0.96615818
chr5_33966393_33968359,Nat8l,Nelfa,Poln,Mir7024,Nsd2,-0.900874257,0.30356122
chr5_33992440_33995131,Nat8l,Poln,Nelfa,Mir7024,Nsd2,0.462889403,0.50166416
chr5_34168440_34175096,Poln,Mxd4,Zfyve28,Rnf4,Rnf4,-0.00952066,1
chr5_34270621_34274160,Zfyve28,Rnf4,Rnf4,Rnf4,Mxd4,-0.073529713,0.96007926
chr5_34276562_34278585,Zfyve28,Rnf4,Rnf4,Rnf4,Mxd4,-0.413773298,0.54921712
chr5_34288216_34289406,Zfyve28,Rnf4,Rnf4,Rnf4,Fam193a,-0.423192084,0.62040083
chr5_34367663_34372058,Fam193a,Rnf4,Zfyve28,Tnip2,Sh3bp2,0.714702606,0.2270999
chr5_34572899_34576134,Add1,Sh3bp2,Mfsd10,Tnip2,Nop14,-0.046202656,0.98325412
chr5_34989262_34991289,Rgs12,Rgs12,Mir3097,Hgfac,Msantd1,0.238099873,0.70604289
chr5_35245367_35246537,Adra2c,Lrpap1,Hmx1,Dok7,Dok7,0.181829393,0.88944691
chr5_35262362_35264456,Adra2c,Hmx1,Lrpap1,Dok7,Dok7,1.056237817,0.2373579
chr5_35309937_35315772,Adra2c,Hmx1,Cpz,Lrpap1,Dok7,-0.464839607,0.28071955
chr5_35760589_35761621,Ablim2,Sh3tc1,Htra3,Afap1,Acox3,0.233651131,0.86048568
chr5_36107548_36108689,Sorcs2,Psapl1,Afap1,Mir7689,Ablim2,-0.419937223,0.73361979
chr5_36223844_36227618,Sorcs2,Psapl1,Mir7689,Afap1,Grpel1,0.195786104,0.80811647
chr5_36387529_36389065,Sorcs2,Grpel1,Tada2b,Mir7689,Ccdc96,0.270304173,0.70491789
chr5_36586151_36587838,Tbc1d14,Tbc1d14,D5Ertd579e,Tbc1d14,Ccdc96,-0.190880835,0.86661517
chr5_36596097_36596860,D5Ertd579e,Tbc1d14,Tbc1d14,Tbc1d14,Ccdc96,0.045219399,1
chr5_36694544_36696698,D5Ertd579e,Bloc1s4,Mrfap1,Tbc1d14,Man2b2,-0.165323153,0.8952415
chr5_36867250_36872719,Ppp2r2c,Ppp2r2cos,Man2b2,Mrfap1,Wfs1,0.19554238,0.59856848
chr5_36877188_36881990,Ppp2r2c,Ppp2r2cos,Man2b2,Mrfap1,Wfs1,-0.231002405,0.77182923
chr5_36883947_36885636,Ppp2r2c,Ppp2r2cos,Man2b2,Wfs1,Mrfap1,-0.605559826,0.37465664
chr5_36887602_36894030,Ppp2r2c,Ppp2r2cos,Man2b2,Wfs1,Mrfap1,0.033229403,1
chr5_37001900_37002303,Wfs1,Ppp2r2c,Jakmip1,Jakmip1,Ppp2r2cos,-0.59785682,0.61056646
chr5_37009030_37011099,Wfs1,Jakmip1,Ppp2r2c,Jakmip1,Ppp2r2cos,0.054217272,0.9625915
chr5_37025865_37030434,Jakmip1,Wfs1,Jakmip1,Ppp2r2c,Ppp2r2cos,0.309630811,0.7097228
chr5_37037680_37040046,Jakmip1,Jakmip1,Wfs1,Ppp2r2c,Ppp2r2cos,0.315419912,0.70152911
chr5_37242590_37245877,Crmp1,Evc,Jakmip1,Evc2,Jakmip1,0.133654296,0.89790607
chr5_37717209_37717612,Stk32b,Cytl1,Msx1,Msx1os,Evc2,0.881720722,0.47904307
chr5_38257791_38260842,Tmem128,Otop1,Lyar,Zbtb49,Drd5,0.387252182,0.7699216
chr5_38596530_38599856,Wdr1,Zfp518b,Slc2a9,Clnk,Slc2a9,0.39471361,0.6515831
chr5_38684244_38684696,Zfp518b,Clnk,Wdr1,Slc2a9,Slc2a9,0.658468306,0.63530568
chr5_38868294_38872818,Clnk,Zfp518b,Wdr1,Slc2a9,Slc2a9,0.2237771,0.83779999
chr5_39325060_39326783,Hs3st1,Clnk,Zfp518b,Wdr1,Slc2a9,-0.421243936,0.71702322
chr5_39622619_39627636,Hs3st1,Clnk,Zfp518b,,,0.329246551,0.7699216
chr5_39635563_39647513,Hs3st1,Clnk,Zfp518b,,,0.533403873,0.15208747
chr5_39862621_39866566,Hs3st1,Clnk,,,,0.979681253,0.26366442
chr5_39997031_40001367,Hs3st1,,,,,0.109287083,0.97180293
chr5_40393502_40395525,Hs3st1,,,,,-0.090883695,1
chr5_41703689_41709504,Rab28,Nkx3-2,Bod1l,Mir6414,,-0.046421275,1
chr5_42172903_42175839,Mir6414,Bod1l,Nkx3-2,Rab28,Rab28,0.022418106,1
chr5_42228221_42229749,Mir6414,Bod1l,Nkx3-2,Rab28,Rab28,0.736611605,0.28992094
chr5_42269578_42273595,Mir6414,Bod1l,Nkx3-2,Rab28,Rab28,-0.077718221,0.96550101
chr5_43087461_43089082,Cpeb2,C1qtnf7,C1qtnf7,Cc2d2a,Fbxl5,0.658926964,0.43594799
chr5_43229903_43233425,Cpeb2,C1qtnf7,C1qtnf7,Cc2d2a,Fbxl5,-0.055269442,0.98404614
chr5_43235616_43240045,Cpeb2,C1qtnf7,C1qtnf7,Cc2d2a,Fbxl5,-0.106656805,0.89018721
chr5_43246658_43249020,Cpeb2,C1qtnf7,C1qtnf7,Cc2d2a,Fbxl5,-0.134785622,0.88617085
chr5_43359054_43360780,Cpeb2,C1qtnf7,C1qtnf7,Cc2d2a,Fbxl5,0.038626671,1
chr5_43662104_43663084,Cc2d2a,C1qtnf7,Fbxl5,Fbxl5,Bst1,-0.055269442,0.98404614
chr5_43744268_43746984,Fbxl5,Cc2d2a,Fbxl5,Bst1,Cd38,-0.436297238,0.57261783
chr5_43807446_43810543,Bst1,Fbxl5,Cd38,Cc2d2a,Fgfbp1,0.247519046,0.65258089
chr5_43985981_43986543,Fgfbp1,Prom1,Prom1,Cd38,Bst1,-0.397906482,0.73999935
chr5_44256090_44257879,Tapt1,Prom1,Prom1,Ldb2,Fgfbp1,-0.316107035,0.72694036
chr5_44302362_44306062,Tapt1,Ldb2,Prom1,Prom1,Fgfbp1,-0.2781564,0.66651497
chr5_44536371_44541114,Ldb2,Tapt1,Prom1,Prom1,D5Ertd615e,0.224617198,0.71443422
chr5_44579291_44583571,Ldb2,Tapt1,D5Ertd615e,Prom1,Prom1,0.018978793,1
chr5_44625199_44635139,Ldb2,D5Ertd615e,Tapt1,Prom1,Prom1,-0.226510733,0.61468412
chr5_44644467_44647041,Ldb2,D5Ertd615e,Tapt1,Prom1,Prom1,-0.312375814,0.59856848
chr5_44652640_44656161,Ldb2,D5Ertd615e,Tapt1,Prom1,Prom1,0.021211626,0.99879543
chr5_44658041_44664685,Ldb2,D5Ertd615e,Tapt1,Prom1,Prom1,-0.287316114,0.44446442
chr5_44712803_44716203,Ldb2,D5Ertd615e,Tapt1,Prom1,Prom1,-0.266807437,0.45434066
chr5_44724441_44728881,Ldb2,D5Ertd615e,Tapt1,Prom1,Prom1,-0.101288006,0.91714391
chr5_44782063_44789163,Ldb2,D5Ertd615e,Tapt1,Qdpr,Clrn2,-0.376930088,0.1090005
chr5_44792476_44797486,Ldb2,D5Ertd615e,Tapt1,Qdpr,Clrn2,-0.464742422,0.14562559
chr5_44798039_44800130,Ldb2,D5Ertd615e,Tapt1,Qdpr,Clrn2,0.021724697,1
chr5_44870507_44872795,Ldb2,D5Ertd615e,Qdpr,Clrn2,Lap3,-0.043099508,0.99841223
chr5_44876091_44877628,Ldb2,D5Ertd615e,Qdpr,Clrn2,Lap3,-0.179517165,0.77942086
chr5_45101262_45104477,D5Ertd615e,Ldb2,Qdpr,Clrn2,Lap3,-0.303352475,0.67459412
chr5_45264531_45268069,D5Ertd615e,Qdpr,Clrn2,Lap3,Med28,0.037957765,0.99750156
chr5_45518341_45520314,Med28,Lap3,Fam184b,Clrn2,Qdpr,-0.096232131,0.95376234
chr5_45770970_45775354,Lcorl,Ncapg,Fam184b,Med28,Lap3,-0.037775151,1
chr5_46022332_46025070,Lcorl,Lcorl,Ncapg,Fam184b,Med28,-0.002175414,1
chr5_46066492_46068193,Lcorl,Lcorl,Ncapg,Fam184b,Med28,-0.214389995,0.87621594
chr5_46346730_46349489,Lcorl,Lcorl,Ncapg,Fam184b,Med28,0.468510062,0.49789419
chr5_47298041_47301871,Slit2,Mir218-1,,,,-0.474698812,0.74831631
chr5_47935418_47936621,Slit2,Mir218-1,Pacrgl,Kcnip4,,-1.28631258,0.16824341
chr5_47980811_47984783,Slit2,Mir218-1,Pacrgl,Kcnip4,,0.186253756,0.87621594
chr5_48022280_48033333,Slit2,Mir218-1,Pacrgl,Kcnip4,,0.270843655,0.62923601
chr5_48055592_48062957,Slit2,Mir218-1,Pacrgl,Kcnip4,,0.414796054,0.23031066
chr5_48079683_48084470,Slit2,Mir218-1,Pacrgl,Kcnip4,,0.232210547,0.76148041
chr5_48144733_48146790,Slit2,Mir218-1,Pacrgl,Kcnip4,,-0.470263362,0.59392192
chr5_48507763_48509923,Kcnip4,Kcnip4,Pacrgl,Slit2,Mir218-1,0.182950914,0.88617085
chr5_48886725_48891108,Kcnip4,Kcnip4,Kcnip4,Kcnip4,Pacrgl,0.488830239,0.37237624
chr5_48918136_48920156,Kcnip4,Kcnip4,Kcnip4,Kcnip4,Kcnip4,-0.229245484,0.82113444
chr5_49367785_49372649,Kcnip4,Kcnip4,Adgra3,Kcnip4,Kcnip4,-0.211637422,0.69116434
chr5_49404694_49413394,Kcnip4,Kcnip4,Adgra3,Kcnip4,Mir8117,-0.152678609,0.73731717
chr5_49417230_49424335,Kcnip4,Kcnip4,Adgra3,Kcnip4,Mir8117,-0.357879311,0.46850526
chr5_49426523_49429694,Kcnip4,Adgra3,Kcnip4,Mir8117,Kcnip4,-0.691063881,0.14235308
chr5_49432264_49436756,Kcnip4,Adgra3,Kcnip4,Mir8117,Kcnip4,-0.133861527,0.81477295
chr5_49449160_49453374,Kcnip4,Adgra3,Kcnip4,Mir8117,Kcnip4,-0.06073511,0.95160907
chr5_49456463_49464528,Kcnip4,Adgra3,Kcnip4,Mir8117,Kcnip4,-0.341446251,0.10378888
chr5_49466110_49470531,Kcnip4,Adgra3,Kcnip4,Mir8117,Kcnip4,-0.338135809,0.47147089
chr5_49502444_49509186,Kcnip4,Adgra3,Kcnip4,Mir8117,Kcnip4,-0.278481573,0.56219667
chr5_49515150_49524374,Kcnip4,Adgra3,Kcnip4,Mir8117,Kcnip4,-0.214042038,0.48853092
chr5_49553266_49555584,Kcnip4,Adgra3,Kcnip4,Mir8117,Kcnip4,-0.524032712,0.39625169
chr5_49674613_49676447,Adgra3,Kcnip4,Mir8117,Kcnip4,,0.109287083,0.97180293
chr5_50616821_50618078,Mir8117,Adgra3,Ppargc1a,,,0.797637165,0.51968138
chr5_51739362_51744260,Ppargc1a,Ppargc1a,Mir6417,Dhx15,Dhx15,-0.034275331,1
chr5_51761005_51764486,Ppargc1a,Ppargc1a,Mir6417,Dhx15,Dhx15,-0.115203351,0.87562966
chr5_51887871_51889610,Mir6417,Dhx15,Dhx15,Ppargc1a,Ppargc1a,0.052784774,1
chr5_52063438_52065375,Mir6417,Dhx15,Dhx15,Sod3,Ccdc149,0.586050749,0.42095088
chr5_52086216_52090358,Mir6417,Dhx15,Dhx15,Sod3,Ccdc149,0.138975918,0.85246387
chr5_52101757_52118131,Mir6417,Dhx15,Dhx15,Sod3,Ccdc149,0.050386913,0.91169526
chr5_52365199_52366602,Sod3,Ccdc149,Lgi2,Dhx15,Mir6417,0.082837395,0.97667849
chr5_52391869_52394221,Ccdc149,Sod3,Lgi2,Dhx15,Sepsecs,0.357190341,0.69054372
chr5_52472960_52477392,Ccdc149,Lgi2,Sod3,Sepsecs,Pi4k2b,0.439334303,0.53728904
chr5_52617435_52618010,Sepsecs,Lgi2,Pi4k2b,Ccdc149,Zcchc4,-0.811692953,0.47904307
chr5_52821570_52821973,Zcchc4,Anapc4,Pi4k2b,Sepsecs,Slc34a2,0.017881889,1
chr5_53197217_53214864,Sel1l3,Smim20,Slc34a2,Anapc4,Rbpj,-0.057656247,0.89554493
chr5_53324173_53326662,Smim20,Sel1l3,Rbpj,Slc34a2,Rbpj,-0.042829927,1
chr5_53584548_53588937,Rbpj,Rbpj,Rbpj,Cckar,Rnu7,-0.559359014,0.38621566
chr5_53992998_54000844,Stim2,Tbc1d19,Cckar,Rnu7,Rbpj,0.286118478,0.60789597
chr5_54060708_54062366,Stim2,Tbc1d19,Cckar,Rnu7,Rbpj,0.329246551,0.7699216
chr5_54098046_54102747,Stim2,Tbc1d19,Cckar,Rnu7,Rbpj,-0.294704378,0.81583981
chr5_57712391_57729114,Pcdh7,,,,,-0.167246521,0.3274873
chr5_57769195_57773584,Pcdh7,Pcdh7,,,,-0.324288636,0.57895941
chr5_57776150_57780805,Pcdh7,Pcdh7,,,,0.014034947,1
chr5_57811630_57823360,Pcdh7,Pcdh7,,,,-0.236364439,0.41462428
chr5_57829188_57833839,Pcdh7,Pcdh7,,,,0.1805868,0.77536216
chr5_57840674_57843457,Pcdh7,Pcdh7,,,,-0.018301032,1
chr5_57847547_57852369,Pcdh7,Pcdh7,,,,-0.064513437,0.95451148
chr5_57866605_57868915,Pcdh7,Pcdh7,,,,0.152807668,0.86910715
chr5_57898250_57904864,Pcdh7,Pcdh7,,,,-0.301527083,0.57261783
chr5_57928075_57935509,Pcdh7,Pcdh7,,,,-0.123527922,0.84935923
chr5_57943819_57955559,Pcdh7,Pcdh7,,,,-0.571505904,0.00034573
chr5_57961661_57966621,Pcdh7,Pcdh7,,,,-0.311536252,0.52847076
chr5_58068957_58071496,Pcdh7,Pcdh7,,,,0.189062163,0.8064533
chr5_58080584_58084304,Pcdh7,Pcdh7,,,,-0.292421579,0.67028592
chr5_58153471_58155131,Pcdh7,Pcdh7,,,,-0.326463491,0.66573682
chr5_62087604_62091987,G6pd2,Arap2,Dthd1,,,0.009521459,1
chr5_62509297_62512562,Arap2,Dthd1,G6pd2,,,-0.654679239,0.40499625
chr5_62662069_62666343,Arap2,Dthd1,G6pd2,Nwd2,,-0.371486813,0.53993256
chr5_62704672_62708744,Arap2,Dthd1,G6pd2,Nwd2,,-0.298311949,0.69627086
chr5_62759663_62765888,Arap2,Dthd1,Nwd2,G6pd2,,0.214211941,0.61056646
chr5_62775687_62780073,Arap2,Dthd1,Nwd2,G6pd2,,-0.225391671,0.71964373
chr5_63119940_63121764,Dthd1,Arap2,Nwd2,Rell1,Pgm1,0.095707841,0.95854157
chr5_63131224_63133495,Dthd1,Arap2,Nwd2,Rell1,Pgm1,-0.012574375,1
chr5_63136993_63138453,Dthd1,Arap2,Nwd2,Rell1,Pgm1,-0.58970809,0.42456863
chr5_63498563_63499386,Nwd2,Rell1,Pgm1,Dthd1,Tbc1d1,0.364921182,0.73361979
chr5_63501207_63503557,Nwd2,Rell1,Pgm1,Dthd1,Tbc1d1,0.05037944,1
chr5_63647426_63654702,Nwd2,Rell1,Pgm1,Tbc1d1,Tbc1d1,-0.129772261,0.56089337
chr5_63677717_63682287,Nwd2,Rell1,Pgm1,Tbc1d1,Tbc1d1,0.004870402,1
chr5_63764064_63768055,Nwd2,Rell1,Pgm1,Tbc1d1,Tbc1d1,-0.148982272,0.83134892
chr5_64057217_64063195,Pgm1,Rell1,Tbc1d1,Tbc1d1,Nwd2,0.078245617,0.93837887
chr5_64378374_64379278,Tbc1d1,Pgm1,Rell1,Klf3,Tlr1,0.148869708,0.93892732
chr5_64489361_64492004,Tbc1d1,Klf3,Pgm1,Tlr1,Tlr6,0.279235929,0.78314406
chr5_64505026_64506491,Tbc1d1,Klf3,Pgm1,Tlr1,Tlr6,-0.057202835,1
